produc_id,product_name,cat_id,netto,brutto,accessories
EHRK805042031,"EHRK 80x50 42,0kW (400V) - wewn. nastawa temp.",52,1162.0,1429.26,
EHRK805042032,"EHRK 80x50 42,0kW (400V) - zewn. nastawa temp.",52,1162.0,1429.26,
EHRK805042033,"EHRK 80x50 42,0kW (400V) - sterowanie 0-10V",52,1162.0,1429.26,
EHRK805045030,"EHRK 80x50 45,0kW (400V) - bez automatyki",52,1006.0,1237.38,
EHRK805045031,"EHRK 80x50 45,0kW (400V) - wewn. nastawa temp.",52,1244.0,1530.12,
EHRK805045032,"EHRK 80x50 45,0kW (400V) - zewn. nastawa temp.",52,1244.0,1530.12,
EHRK805045033,"EHRK 80x50 45,0kW (400V) - sterowanie 0-10V",52,1244.0,1530.12,
EHRK805051030,"EHRK 80x50 51,0kW (400V) - bez automatyki",52,1063.0,1307.49,
EHRK805051031,"EHRK 80x50 51,0kW (400V) - wewn. nastawa temp.",52,1307.0,1607.61,
EHRK805051032,"EHRK 80x50 51,0kW (400V) - zewn. nastawa temp.",52,1307.0,1607.61,
EHRK805051033,"EHRK 80x50 51,0kW (400V) - sterowanie 0-10V",52,1307.0,1607.61,
EHRK805054030,"EHRK 80x50 54,0kW (400V) - bez automatyki",52,1142.0,1404.66,
EHRK805054031,"EHRK 80x50 54,0kW (400V) - wewn. nastawa temp.",52,1391.0,1710.93,
EHRK805054032,"EHRK 80x50 54,0kW (400V) - zewn. nastawa temp.",52,1391.0,1710.93,
EHRK805054033,"EHRK 80x50 54,0kW (400V) - sterowanie 0-10V",52,1391.0,1710.93,
EHRK805060030,"EHRK 80x50 60,0kW (400V) - bez automatyki",52,1359.0,1671.57,
EHRK805060031,"EHRK 80x50 60,0kW (400V) - wewn. nastawa temp.",52,1621.0,1993.83,
EHRK805060032,"EHRK 80x50 60,0kW (400V) - zewn. nastawa temp.",52,1621.0,1993.83,
EHRK805060033,"EHRK 80x50 60,0kW (400V) - sterowanie 0-10V",52,1621.0,1993.83,
EHRK805066030,"EHRK 80x50 66,0kW (400V) - bez automatyki",52,1408.0,1731.84,
EHRK805066031,"EHRK 80x50 66,0kW (400V) - wewn. nastawa temp.",52,1673.0,2057.79,
EHRK805066032,"EHRK 80x50 66,0kW (400V) - zewn. nastawa temp.",52,1673.0,2057.79,
EHRK805066033,"EHRK 80x50 66,0kW (400V) - sterowanie 0-10V",52,1673.0,2057.79,
EHRK805075030,"EHRK 80x50 75,0kW (400V) - bez automatyki",52,1598.0,1965.54,
EHRK805075031,"EHRK 80x50 75,0kW (400V) - wewn. nastawa temp.",52,1877.0,2308.71,
EHRK805075032,"EHRK 80x50 75,0kW (400V) - zewn. nastawa temp.",52,1877.0,2308.71,
EHRK805075033,"EHRK 80x50 75,0kW (400V) - sterowanie 0-10V",52,1877.0,2308.71,
EHRK905009030,"EHRK 90x50 9,0kW (400V) - bez automatyki",52,438.0,538.74,
EHRK905009031,"EHRK 90x50 9,0kW (400V) - wewn. nastawa temp.",52,560.0,688.8,
EHRK905009032,"EHRK 90x50 9,0kW (400V) - zewn. nastawa temp.",52,560.0,688.8,
EHRK905009033,"EHRK 90x50 9,0kW (400V) - sterowanie 0-10V",52,560.0,688.8,
EHRK905012030,"EHRK 90x50 12,0kW (400V) - bez automatyki",52,503.0,618.69,
EHRK905012031,"EHRK 90x50 12,0kW (400V) - wewn. nastawa temp.",52,675.0,830.25,
EHRK905012032,"EHRK 90x50 12,0kW (400V) - zewn. nastawa temp.",52,675.0,830.25,
EHRK905012033,"EHRK 90x50 12,0kW (400V) - sterowanie 0-10V",52,675.0,830.25,
EHRK905015030,"EHRK 90x50 15,0kW (400V) - bez automatyki",52,513.0,630.99,
EHRK905015031,"EHRK 90x50 15,0kW (400V) - wewn. nastawa temp.",52,718.0,883.14,
EHRK905015032,"EHRK 90x50 15,0kW (400V) - zewn. nastawa temp.",52,718.0,883.14,
EHRK905015033,"EHRK 90x50 15,0kW (400V) - sterowanie 0-10V",52,718.0,883.14,
EHRK905018030,"EHRK 90x50 18,0kW (400V) - bez automatyki",52,542.0,666.66,
EHRK905018031,"EHRK 90x50 18,0kW (400V) - wewn. nastawa temp.",52,751.0,923.73,
EHRK905018032,"EHRK 90x50 18,0kW (400V) - zewn. nastawa temp.",52,751.0,923.73,
EHRK905018033,"EHRK 90x50 18,0kW (400V) - sterowanie 0-10V",52,751.0,923.73,
EHRK905021030,"EHRK 90x50 21,0kW (400V) - bez automatyki",52,614.0,755.22,
EHRK905021031,"EHRK 90x50 21,0kW (400V) - wewn. nastawa temp.",52,828.0,1018.44,
EHRK905021032,"EHRK 90x50 21,0kW (400V) - zewn. nastawa temp.",52,828.0,1018.44,
EHRK905021033,"EHRK 90x50 21,0kW (400V) - sterowanie 0-10V",52,828.0,1018.44,
EHRK905024030,"EHRK 90x50 24,0kW (400V) - bez automatyki",52,636.0,782.28,
EHRK905024031,"EHRK 90x50 24,0kW (400V) - wewn. nastawa temp.",52,852.0,1047.96,
EHRK905024032,"EHRK 90x50 24,0kW (400V) - zewn. nastawa temp.",52,852.0,1047.96,
EHRK905024033,"EHRK 90x50 24,0kW (400V) - sterowanie 0-10V",52,852.0,1047.96,
EHRK905027030,"EHRK 90x50 27,0kW (400V) - bez automatyki",52,715.0,879.45,
EHRK905027031,"EHRK 90x50 27,0kW (400V) - wewn. nastawa temp.",52,936.0,1151.28,
EHRK905027032,"EHRK 90x50 27,0kW (400V) - zewn. nastawa temp.",52,936.0,1151.28,
EHRK905027033,"EHRK 90x50 27,0kW (400V) - sterowanie 0-10V",52,936.0,1151.28,
EHRK905030030,"EHRK 90x50 30,0kW (400V) - bez automatyki",52,,,
EHRK905030031,"EHRK 90x50 30,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905030032,"EHRK 90x50 30,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905030033,"EHRK 90x50 30,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905033030,"EHRK 90x50 33,0kW (400V) - bez automatyki",52,,,
EHRK905033031,"EHRK 90x50 33,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905033032,"EHRK 90x50 33,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905033033,"EHRK 90x50 33,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905036030,"EHRK 90x50 36,0kW (400V) - bez automatyki",52,,,
EHRK905036031,"EHRK 90x50 36,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905036032,"EHRK 90x50 36,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905036033,"EHRK 90x50 36,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905039030,"EHRK 90x50 39,0kW (400V) - bez automatyki",52,,,
EHRK905039031,"EHRK 90x50 39,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905039032,"EHRK 90x50 39,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905039033,"EHRK 90x50 39,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905042030,"EHRK 90x50 42,0kW (400V) - bez automatyki",52,,,
EHRK905042031,"EHRK 90x50 42,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905042032,"EHRK 90x50 42,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905042033,"EHRK 90x50 42,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905045030,"EHRK 90x50 45,0kW (400V) - bez automatyki",52,,,
EHRK905045031,"EHRK 90x50 45,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905045032,"EHRK 90x50 45,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905045033,"EHRK 90x50 45,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905051030,"EHRK 90x50 51,0kW (400V) - bez automatyki",52,,,
EHRK905051031,"EHRK 90x50 51,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905051032,"EHRK 90x50 51,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905051033,"EHRK 90x50 51,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905054030,"EHRK 90x50 54,0kW (400V) - bez automatyki",52,,,
EHRK905054031,"EHRK 90x50 54,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905054032,"EHRK 90x50 54,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905054033,"EHRK 90x50 54,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905060030,"EHRK 90x50 60,0kW (400V) - bez automatyki",52,,,
EHRK905060031,"EHRK 90x50 60,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905060032,"EHRK 90x50 60,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905060033,"EHRK 90x50 60,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905066030,"EHRK 90x50 66,0kW (400V) - bez automatyki",52,,,
EHRK905066031,"EHRK 90x50 66,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905066032,"EHRK 90x50 66,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905066033,"EHRK 90x50 66,0kW (400V) - sterowanie 0-10V",52,,,
EHRK905075030,"EHRK 90x50 75,0kW (400V) - bez automatyki",52,,,
EHRK905075031,"EHRK 90x50 75,0kW (400V) - wewn. nastawa temp.",52,,,
EHRK905075032,"EHRK 90x50 75,0kW (400V) - zewn. nastawa temp.",52,,,
EHRK905075033,"EHRK 90x50 75,0kW (400V) - sterowanie 0-10V",52,,,
I21-05001,UGS 50,55,99.0,121.77,
I21-06701,UGS 67,55,103.0,126.69,
I21-08001,UGS 80,55,111.0,136.53,
I21-10001,UGS 102,55,131.0,161.13,
A40-19030,AP 190/225,57,25.0,30.75,
A40-31030,AP 280/310,57,30.0,36.9,
A40-35530,AP 355/400,57,35.0,43.05,
A40-45030,AP 450/500,57,41.0,50.43,
A40-56030,AP 560/630,57,46.0,56.58,
A40-71030,AP 710,57,57.0,70.11,
A40-80030,AP 800/900,57,158.0,194.34,
AIRSEC06400,SPANG-RUND-500 (ocynk),59,396.0,487.08,
AIRSEC06405,SPANG-RUND-1000 (ocynk),59,438.0,538.74,
AIRSEC06410,SPANG-RUND-1500 (ocynk),59,511.0,628.53,
AIRSEC06450,SPANG-RUND-500 (stal nierdzewna),59,632.0,777.36,
AIRSEC06455,SPANG-RUND-1000 (stal nierdzewna),59,764.0,939.72,
AIRSEC06460,SPANG-RUND-1500 (stal nierdzewna),59,896.0,1102.08,
GRU102-3102N,GR 102,61,,,
GRU102-3880N,GR 102,61,,,
GRU500-3420N,GR 50,61,,,
GRU500-3500N,GR 50,61,,,
GRU500-3540N,GR 50,61,,,
GRU670-3500N,GR 67,61,,,
GRU670-3600N,GR 67,61,,,
GRU670-3670N,GR 67,61,,,
GRU800-3590N,GR 80,61,,,
GRU800-3740N,GR 80,61,,,
GRU800-3800N,GR 80,61,,,
GRISEC06005,SPCT-M8-5,63,22.0,27.06,
GRISEC06010,SPCT-M8-1,63,14.0,17.22,
GRISEC06015,SPCT-M10-5,63,,,
GRISEC06020,SPCT-M10-1,63,,,
F60-10000,VBM 100,65,9.0,11.07,
F60-12500,VBM 125,65,12.0,14.76,
F60-15000,VBM 150,65,13.0,15.99,
F60-16000,VBM 160,65,13.0,15.99,
F60-20000,VBM 200,65,14.0,17.22,
F60-25000,VBM 250,65,15.0,18.45,
F60-31500,VBM 315,65,16.0,19.68,
F60-35500,VBM 355,65,17.0,20.91,
F60-40000,VBM 400,65,18.0,22.14,
ASK001-0250H,ASK-H 250,67,116.0,142.68,
ASK001-0315H,ASK-H 315,67,129.0,158.67,
ASK001-0355H,ASK-H 355,67,168.0,206.64,
ASK001-0400H,ASK-H 400,67,171.0,210.33,
ASK000-0330N,ASK-N 480x330,68,255.0,313.65,
ASK000-0600N,ASK-N 600x600,68,530.0,651.9,
ASK000-0900N,ASK-N 900x600,68,561.0,690.03,
ASK001-0250N,ASK-N 250,68,290.0,356.7,
ASK001-0315N,ASK-N 315,68,320.0,393.6,
ASK001-0355N,ASK-N 355,68,402.0,494.46,
ASK001-0400N,ASK-N 400,68,429.0,527.67,
JKL100-0001N,JKL 102,69,,,
JKL500-0004N,JKL 50,69,70.0,86.1,
JKL501-0001N,JKL 50,69,,,
JKL670-0004N,JKL 67,69,,,
JKL671-0003N,JKL 67,69,,,
JKL800-0001N,JKL 80,69,,,
JKL800-0004N,JKL 80,69,,,
V21-10000,JKL 40x20,69,121.0,148.83,
V21-10001,JKL 50x25,69,139.0,170.97,
V21-10002,JKL 50x30,69,142.0,174.66,
V21-10003,JKL 60x30,69,162.0,199.26,
V21-10004,JKL 60x35,69,179.0,220.17,
V21-10005,JKL 70x40,69,188.0,231.24,
V21-10006,JKL 80x50,69,231.0,284.13,
V21-10007,JKL 100x50,69,252.0,309.96,
V21-10008,JKL 90x50,69,243.0,298.89,
F10-10000,RSK 100,70,19.0,23.37,
F10-12500,RSK 125,70,19.0,23.37,
F10-15000,RSK 150,70,25.0,30.75,
F10-16000,RSK 160,70,25.0,30.75,
F10-20000,RSK 200,70,30.0,36.9,
F10-25000,RSK 250,70,38.0,46.74,
F10-31500,RSK 315,70,40.0,49.2,
F10-31570,RSK 315 Ex,70,,,
F10-35500,RSK 355,70,53.0,65.19,
F10-40000,RSK 400,70,55.0,67.65,
V00-10000,VK 100,71,12.0,14.76,
V00-10001,VK 1000,71,436.0,536.28,
V00-12500,VK 125,71,12.0,14.76,
V00-15000,VK 150/160,71,27.0,33.21,
V00-20000,VK 200,71,39.0,47.97,
V00-25000,VK 250,71,41.0,50.43,
V00-30000,VK 300/315,71,44.0,54.12,
V00-30070,VK 315 Ex,71,,,
V00-35000,VK 350/355,71,47.0,57.81,
V00-40000,VK 400,71,53.0,65.19,
V00-45000,VK 450,71,72.0,88.56,
V00-50000,VK 500,71,95.0,116.85,
V00-56000,VK 560,71,131.0,161.13,
V00-63000,VK 630,71,134.0,164.82,
V00-71000,VK 710,71,254.0,312.42,
V00-80000,VK 800,71,298.0,366.54,
V10-20000,VK 40x20,71,59.0,72.57,
V10-22500,VK 50x25,71,72.0,88.56,
V10-25000,VK 50x30,71,85.0,104.55,
V10-28000,VK 60x30,71,95.0,116.85,
V10-31500,VK 60x35,71,122.0,150.06,
V10-35500,VK 70x40,71,149.0,183.27,
V10-40000,VK 80x50,71,181.0,222.63,
V10-45000,VK 90x50,71,202.0,248.46,
V10-56000,VK 100x50,71,215.0,264.45,
A70-19000,VM 190/225,72,277.0,340.71,
A70-31000,VM 280/310,72,310.0,381.3,
A70-35500,VM 355/500,72,348.0,428.04,
A70-56000,VM 560/630,72,418.0,514.14,
A70-71000,VM 710,72,475.0,584.25,
A70-80000,VM 800/900,72,684.0,841.32,
A60-19000,VS 190/225,73,50.0,61.5,
A60-31000,VS 280/310,73,57.0,70.11,
A60-31070,VS 310 Ex,73,,,
A60-35500,VS 355/500,73,96.0,118.08,
A60-35570,VS 355/500 Ex,73,,,
A60-56000,VS 560/630,73,125.0,153.75,
A60-56070,VS 560/630 Ex,73,,,
A60-71000,VS 710,73,188.0,231.24,
A60-80000,VS 800/900,73,300.0,369.0,
D20-10500,KD 100x50,75,513.0,630.99,
D20-40200,KD 40x20,75,122.0,150.06,
D20-40201,KD 40x20 Ex,75,,,
D20-45000,KD 90x50,75,305.0,375.15,
D20-50250,KD 50x25,75,133.0,163.59,
D20-50251,KD 50x25 Ex,75,,,
D20-50300,KD 50x30,75,154.0,189.42,
D20-50301,KD 50x30 Ex,75,,,
D20-60300,KD 60x30,75,190.0,233.7,
D20-60301,KD 60x30 Ex,75,,,
D20-60350,KD 60x35,75,195.0,239.85,
D20-60351,KD 60x35 Ex,75,,,
D20-70400,KD 70x40,75,202.0,248.46,
D20-70401,KD 70x40 Ex,75,,,
D20-80500,KD 80x50,75,244.0,300.12,
D20-80501,KD 80x50 Ex,75,,,
F13-10000,RSD 100,76,64.0,78.72,
F13-12500,RSD 125,76,69.0,84.87,
F13-15000,RSD 150,76,83.0,102.09,
F13-16000,RSD 160,76,83.0,102.09,
F13-20000,RSD 200,76,101.0,124.23,
F13-25000,RSD 250,76,117.0,143.91,
F13-31500,RSD 315,76,136.0,167.28,
F13-35500,RSD 355,76,152.0,186.96,
F13-40000,RSD 400,76,165.0,202.95,
S51-24500,HB 100/125,78,9.0,11.07,
S51-34000,HB 150/250,78,11.0,13.53,
S51-40500,HB 315,78,21.0,25.83,
I41-10005,MKA 1000,79,102.0,125.46,
I41-20005,MKA 200/250,79,34.0,41.82,
I41-31505,MKA 300/350,79,38.0,46.74,
I41-45005,MKA 400/500,79,40.0,49.2,
I41-56005,MKA 560/630,79,53.0,65.19,
I41-71005,MKA 710/800,79,71.0,87.33,
I41-10024,MKR 100/125,80,12.0,14.76,
I41-15024,MKR 150/250,80,14.0,17.22,
I41-31524,MKR 315,80,16.0,19.68,
I41-35524,MKR 355,80,19.0,23.37,
K32-50068,WK,77,,,
D22-10505,KFB 100x50 (M5),82,238.0,292.74,
D22-10507,KFB 100x50 (F7),82,286.0,351.78,
D22-40205,KFB 40x20 (M5),82,107.0,131.61,
D22-40207,KFB 40x20 (F7),82,140.0,172.2,
D22-50255,KFB 50x25 (M5),82,124.0,152.52,
D22-50257,KFB 50x25 (F7),82,150.0,184.5,
D22-50305,KFB 50x30 (M5),82,131.0,161.13,
D22-50307,KFB 50x30 (F7),82,181.0,222.63,
D22-60305,KFB 60x30 (M5),82,159.0,195.57,
D22-60307,KFB 60x30 (F7),82,180.0,221.4,
D22-60355,KFB 60x35 (M5),82,173.0,212.79,
D22-60357,KFB 60x35 (F7),82,193.0,237.39,
D22-70405,KFB 70x40 (M5),82,184.0,226.32,
D22-70407,KFB 70x40 (F7),82,220.0,270.6,
D22-80505,KFB 80x50 (M5),82,198.0,243.54,
D22-80507,KFB 80x50 (F7),82,255.0,313.65,
D22-90505,KFB 90x50 (M5),82,214.0,263.22,
D22-90507,KFB 90x50 (F7),82,272.0,334.56,
F11-10006,LFB 100,83,70.0,86.1,
F11-12506,LFB 125,83,74.0,91.02,
F11-15006,LFB 150,83,79.0,97.17,
F11-16006,LFB 160,83,79.0,97.17,
F11-20006,LFB 200,83,92.0,113.16,
F11-25006,LFB 250,83,110.0,135.3,
F11-31506,LFB 315,83,153.0,188.19,
F11-35506,LFB 355,83,165.0,202.95,
F11-40006,LFB 400,83,174.0,214.02,
F11-10002,TFB 100 (M5),84,103.0,126.69,
F11-10003,TFB 100 (F7),84,112.0,137.76,
F11-12502,TFB 125 (M5),84,107.0,131.61,
F11-12503,TFB 125 (F7),84,116.0,142.68,
F11-15002,TFB 150 (M5),84,111.0,136.53,
F11-15003,TFB 150 (F7),84,121.0,148.83,
F11-16002,TFB 160 (M5),84,111.0,136.53,
F11-16003,TFB 160 (F7),84,121.0,148.83,
F11-20002,TFB 200 (M5),84,133.0,163.59,
F11-20003,TFB 200 (F7),84,144.0,177.12,
F11-25002,TFB 250 (M5),84,144.0,177.12,
F11-25003,TFB 250 (F7),84,149.0,183.27,
F11-31502,TFB 315 (M5),84,163.0,200.49,
F11-31503,TFB 315 (F7),84,194.0,238.62,
F11-35502,TFB 355 (M5),84,201.0,247.23,
F11-35503,TFB 355 (F7),84,229.0,281.67,
F11-40002,TFB 400 (M5),84,234.0,287.82,
F11-40003,TFB 400 (F7),84,279.0,343.17,
I00-19000,GF 190/225,86,17.0,20.91,
I00-20000,GF 40x20,86,17.0,20.91,
I00-22502,GF 50x25,86,21.0,25.83,
I00-25002,GF 50x30,86,23.0,28.29,
I00-28002,GF 60x30,86,26.0,31.98,
I00-31000,GF 250/310,86,23.0,28.29,
I00-31502,GF 60x35,86,28.0,34.44,
I00-35501,GF 355/500,86,32.0,39.36,
I00-35502,GF 70x40,86,33.0,40.59,
I00-40001,GF 80x50,86,35.0,43.05,
I00-45001,GF 90x50,86,38.0,46.74,
I00-56001,GF 100x50,86,40.0,49.2,
I00-71000,GF 630/710,86,58.0,71.34,
I00-80002,GF 800/900,86,98.0,120.54,
I10-10000,GF 1000,86,112.0,137.76,
I10-20000,GF 200,86,17.0,20.91,
I10-31500,GF 300/315,86,25.0,30.75,
I10-35500,GF 350,86,27.0,33.21,
I10-35502,GF 355,86,,,
I10-45000,GF 450,86,33.0,40.59,
I10-50000,GF 500,86,38.0,46.74,
I10-56000,GF 500/560/630,86,57.0,70.11,
I10-71000,GF 710,86,59.0,72.57,
I10-80000,GF 800,86,100.0,123.0,
ELS100-0004T,ELS 102-4T (wyrzutowy),88,85.0,104.55,
ELS100-0005T,ELS 102-5T (wlotowy),88,98.0,120.54,
ELS500-0004T,ELS 50-4T (wyrzutowy),88,50.0,61.5,
ELS500-0005T,ELS 50-5T (wlotowy),88,58.0,71.34,
ELS670-0004T,ELS 67-4T (wyrzutowy),88,54.0,66.42,
ELS670-0005T,ELS 67-5T (wlotowy),88,60.0,73.8,
ELS800-0004T,ELS 80-4T (wyrzutowy),88,76.0,93.48,
ELS800-0005T,ELS 80-5T (wlotowy),88,78.0,95.94,
I30-10080,ELS 102,88,67.0,82.41,
I30-50081,ELS 50,88,39.0,47.97,
I30-67081,ELS 67,88,46.0,56.58,
I30-80080,ELS 80,88,55.0,67.65,
ELSS00-0250S,ELSS 250 (4 szt.),89,108.0,132.84,
ELSS00-0315S,ELSS 315 (4 szt.),89,126.0,154.98,
ELSS00-0330S,ELSS 480x330 (4 szt.),89,280.0,344.4,
ELSS00-0355S,ELSS 355 (4 szt.),89,135.0,166.05,
ELSS00-0400S,ELSS 400 (4 szt.),89,145.0,178.35,
I32-20071,EVM 180/200,90,63.0,77.49,
I32-22571,EVM 225,90,67.0,82.41,
I32-25071,EVM 250,90,70.0,86.1,
I32-28071,EVM 280,90,87.0,107.01,
I32-31571,EVM 315,90,87.0,107.01,
I32-35571,EVM 355/400,90,87.0,107.01,
I32-45071,EVM 450/500,90,101.0,124.23,
I30-20000,FKV 40x20,91,17.0,20.91,
I30-22501,FKV 50x25,91,19.0,23.37,
I30-25001,FKV 50x30,91,21.0,25.83,
I30-28001,FKV 60x30,91,22.0,27.06,
I30-31501,FKV 60x35,91,23.0,28.29,
I30-35501,FKV 70x40,91,25.0,30.75,
I30-40001,FKV 80x50,91,28.0,34.44,
I30-45001,FKV 90x50,91,29.0,35.67,
I30-56001,FKV 100x50,91,30.0,36.9,
I20-10000,FRV 1000,92,284.0,349.32,
I20-20000,FRV 200,92,44.0,54.12,
I20-31500,FRV 300/315,92,60.0,73.8,
I20-35500,FRV 350,92,69.0,84.87,
I20-45000,FRV 450,92,85.0,104.55,
I20-50005,FRV 500,92,93.0,114.39,
I20-56000,FRV 560/630,92,101.0,124.23,
I20-71000,FRV 710,92,173.0,212.79,
I20-80000,FRV 800,92,204.0,250.92,
I20-80002,FRV 800/900,92,258.0,317.34,
I30-19000,FRV 190/225,92,43.0,52.89,
I30-31000,FRV 250/310,92,44.0,54.12,
I30-35502,FRV 355/500,92,78.0,95.94,
I30-71000,FRV 630/710,92,127.0,156.21,
TRVCCO06005,RNG 20/30,94,22.0,27.06,
I41-10050,FUS 102,96,50.0,61.5,
I41-50050,FUS 50,96,20.0,24.6,
I41-67050,FUS 67,96,22.0,27.06,
I41-80050,FUS 80,96,39.0,47.97,
AIRSEC06080,SPWR-400,97,27.0,33.21,
AIRSEC06083,SPWR-360,97,31.0,38.13,
AIRSEC06085,SPWR-640,97,42.0,51.66,
AIRSEC06087,SPWR-640 VR,97,,,
AIRSEC06090,SPWR-720 VR,97,,,
AIRSEC06095,SPWR-800 VR,97,66.0,81.18,
HAB100-0001N,ABH 102,99,,,
HAB100-0002N,ABH 102,99,124.0,152.52,
HAB500-0002N,ABH 50,99,60.0,73.8,
HAB501-0001N,ABH 50,99,,,
HAB670-0002N,ABH 67,99,77.0,94.71,
HAB671-0001N,ABH 67,99,,,
HAB800-0001N,ABH 80,99,,,
HAB800-0002N,ABH 80,99,97.0,119.31,
F09-35551,TW 50,101,116.0,142.68,
F09-40051,TW 67,101,131.0,161.13,
F09-63051,TW 102,101,154.0,189.42,
P21-10000,BG 1000,103,146.0,179.58,
P21-10001,BG 1000,103,146.0,179.58,
P21-20001,BG 200,103,25.0,30.75,
P21-25001,BG 250,103,28.0,34.44,
P21-31501,BG 300/315,103,33.0,40.59,
P21-40001,BG 400,103,40.0,49.2,
P21-40002,BG 355/500,103,40.0,49.2,
P21-45002,BG 450,103,43.0,52.89,
P21-50001,BG 500,103,46.0,56.58,
P21-56003,BG 560/630,103,55.0,67.65,
P21-63003,BG 630/710,103,58.0,71.34,
P21-71000,BG 710,103,63.0,77.49,
P21-80000,BG 800,103,131.0,161.13,
P25-19020,BG 190/225,103,25.0,30.75,
P25-25020,BG 280/310,103,28.0,34.44,
P25-28022,BG 280,103,,,
P25-31522,BG 315,103,,,
P25-35522,BG 350,103,40.0,49.2,
P50-10000,BG 100,103,20.0,24.6,
P50-12500,BG 125,103,22.0,27.06,
P50-15000,BG 150,103,22.0,27.06,
P50-16000,BG 160,103,24.0,29.52,
P50-20000,BG 200,103,26.0,31.98,
P50-25000,BG 250,103,33.0,40.59,
P50-31500,BG 315,103,37.0,45.51,
P50-35500,BG 355,103,39.0,47.97,
P50-40000,BG 400,103,44.0,54.12,
ELS07Q-1001H,DS 80-1H (wlotowy),105,,,
ELS100-0001D,DS 102-1D (wyrzutowy),105,235.0,289.05,
ELS127-0003D,DS 102-3D (wlotowy),105,285.0,350.55,
ELS355-0450D,DS 67-5D (wlotowy),105,171.0,210.33,
ELS500-0002D,DS 50-2D (wyrzutowy),105,104.0,127.92,
ELS500-0003D,DS 50-3D (wlotowy),105,152.0,186.96,
ELS670-0004D,DS 67-4D (wyrzutowy),105,144.0,177.12,
ELS800-0004D,DS 80-4D (wyrzutowy),105,,,
I21-20000,RVS 180/200,106,12.0,14.76,
I21-22500,RVS 225,106,13.0,15.99,
I21-25000,RVS 250,106,13.0,15.99,
I21-28000,RVS 280,106,16.0,19.68,
I21-31500,RVS 315,106,16.0,19.68,
I21-35500,RVS 355/400,106,19.0,23.37,
A80-19000-P,FS 190/225 (ocynk),108,92.0,113.16,
A80-31000-P,FS 280/310 (ocynk),108,102.0,125.46,
A80-35500-P,FS 355/400 (ocynk),108,113.0,138.99,
A80-45000-P,FS 450/500 (ocynk),108,121.0,148.83,
A80-56000-P,FS 560/630 (ocynk),108,210.0,258.3,
A80-71000-P,FS 710 (ocynk),108,252.0,309.96,
A80-80000-P,FS 800/900 (ocynk),108,333.0,409.59,
A40-19021-P,SD 190/225 (ocynk),109,134.0,164.82,
A40-31021-P,SD 280/310 (ocynk),109,176.0,216.48,
A40-31072,SD 310 Ex,109,,,
A40-35521-P,SD 355/400 (ocynk),109,207.0,254.61,
A40-35572,SD 355/400 Ex,109,,,
A40-45018-P,SD 450/500 (ocynk),109,215.0,264.45,
A40-45071,SD 450/500 Ex,109,,,
A40-56018-P,SD 560/630 (ocynk),109,360.0,442.8,
A40-56072,SD 560/630 Ex,109,,,
A40-71018-P,SD 710 (ocynk),109,564.0,693.72,
A40-80000-P,SD 800/900 (ocynk),109,618.0,760.14,
A40-80001-P,SD 800 K (ocynk),109,607.0,746.61,
TUR100-1020V,BT 102,111,113.0,138.99,
TUR501-0501V,BT 50,111,53.0,65.19,
TUR671-0671V,BT 67,111,63.0,77.49,
TUR800-0800V,BT 80,111,92.0,113.16,
VARSIL09030,SLB-M8,113,7.0,8.61,
VARSIL09035,SLB-M10,113,20.0,24.6,
GEBTAI21020,SPANG-SIL,112,7.0,8.61,
Z05-00002,KAS.1,114,42.0,51.66,
AIRSEC06200,SPARM-90-1000 (ocynk),116,909.0,1118.07,
AIRSEC06205,SPARM-90-1500 (ocynk),116,1010.0,1242.3,
AIRSEC06210,SPARM-90-2000 (ocynk),116,1114.0,1370.22,
AIRSEC06215,SPARM-90-2500 (ocynk),116,1215.0,1494.45,
